
 ,time,x,y,z
, 23.347, -1.76, 0.54, 1.42
, 23.366, -1.78, 0.41, 1.31
, 23.429, -1.82, 0.61, 1.22
, 23.495, -1.93, 0.69, 1.32
, 23.558, -1.85, 0.65, 1.38
, 23.635, -1.93, 0.59, 1.31
, 23.722, -1.73, 0.56, 1.32
, 23.749, -1.77, 0.67, 1.22
, 23.837, -1.80, 0.83, 1.25
, 23.876, -1.82, 0.86, 1.31
, 23.938, -1.90, 0.77, 1.27
, 24.017, -1.88, 0.62, 1.43
, 24.065, -1.83, 0.73, 1.07
, 24.129, -1.85, 0.96, 1.44
, 24.281, -1.76, 0.85, 1.46
, 24.283, -1.82, 0.70, 1.30
, 24.357, -1.86, 0.58, 1.35
, 24.383, -1.90, 0.79, 1.29
, 24.446, -1.85, 0.96, 1.46
, 24.542, -1.87, 0.97, 1.36
, 24.575, -1.88, 0.70, 1.53
, 24.641, -1.97, 0.58, 1.40
, 24.719, -2.05, 0.60, 1.26
, 24.767, -2.00, 0.82, 1.50
, 24.854, -2.01, 0.91, 1.66
, 24.892, -1.96, 0.76, 1.68
, 24.955, -2.05, 0.64, 1.44
, 25.050, -2.04, 0.80, 1.69
, 25.081, -2.07, 1.09, 1.66
, 25.145, -2.07, 0.93, 1.72
, 25.234, -2.04, 1.02, 1.56
, 25.276, -2.08, 1.03, 1.75
, 25.384, -2.09, 1.14, 1.65
, 25.403, -2.15, 1.21, 1.70
, 25.464, -2.09, 1.34, 1.65
, 25.530, -2.08, 1.23, 1.96
, 25.591, -2.18, 1.05, 1.81
, 25.654, -2.24, 1.07, 1.63
, 25.719, -2.24, 1.21, 1.82
, 25.785, -2.23, 1.15, 1.87
, 25.900, -2.32, 1.07, 1.86
, 25.913, -2.27, 1.13, 1.79
, 25.973, -2.32, 0.94, 2.06
, 26.037, -2.38, 0.93, 1.78
, 26.101, -2.36, 1.03, 1.95
, 26.168, -2.34, 0.91, 1.98
, 26.264, -2.32, 0.72, 1.94
, 26.292, -2.34, 0.96, 2.05
, 26.357, -2.23, 0.94, 2.05
, 26.461, -2.35, 1.09, 1.86
, 26.486, -2.45, 1.02, 2.02
, 26.561, -2.51, 1.09, 1.78
, 26.611, -2.58, 1.26, 1.79
, 26.685, -2.50, 1.51, 1.98
, 26.735, -2.52, 1.46, 1.83
, 26.803, -2.61, 1.35, 1.79
, 26.887, -2.62, 1.37, 1.83
, 26.936, -2.67, 1.49, 1.80
, 26.989, -2.71, 1.51, 1.83
, 27.072, -2.64, 1.44, 2.13
, 27.169, -2.65, 1.20, 1.78
, 27.181, -2.64, 1.11, 1.95
, 27.267, -2.69, 1.22, 1.88
, 27.307, -2.59, 1.45, 2.06
, 27.375, -2.54, 1.31, 1.99
, 27.502, -2.56, 0.83, 1.89
, 27.504, -2.50, 1.18, 1.78
, 27.562, -2.41, 1.25, 2.49
, 27.656, -2.51, 1.16, 1.86
, 27.691, -2.53, 1.07, 2.13
, 27.756, -2.49, 1.12, 2.08
, 27.867, -2.62, 1.31, 2.46
, 27.881, -2.47, 1.56, 2.16
, 27.943, -2.48, 1.58, 2.35
, 28.012, -2.68, 1.67, 2.12
, 28.089, -2.59, 1.48, 1.97
, 28.133, -2.71, 1.47, 1.85
, 28.201, -2.75, 1.81, 2.24
, 28.311, -2.60, 1.71, 2.00
, 28.324, -2.53, 1.47, 2.17
, 28.391, -2.65, 1.31, 1.96
, 28.458, -2.61, 1.25, 1.95
, 28.516, -2.67, 1.53, 1.84
, 28.584, -2.69, 1.56, 2.31
, 28.714, -2.72, 1.30, 2.15
, 28.716, -2.76, 1.21, 1.56
, 28.783, -2.67, 1.35, 1.98
, 28.864, -2.61, 1.46, 2.25
, 28.899, -2.75, 1.38, 2.06
, 28.964, -2.79, 1.42, 1.99
, 29.029, -2.83, 1.35, 2.01
, 29.117, -2.78, 1.53, 1.90
, 29.198, -2.88, 1.73, 2.01
, 29.221, -2.96, 1.53, 2.30
, 29.316, -2.86, 1.57, 1.79
, 29.341, -2.99, 1.74, 1.81
, 29.407, -2.87, 1.80, 2.12
, 29.471, -2.73, 1.79, 1.93
, 29.573, -2.79, 1.68, 2.31
, 29.601, -2.99, 1.66, 2.19
, 29.704, -3.01, 1.38, 1.81
, 29.723, -3.09, 1.80, 2.37
, 29.786, -2.97, 1.54, 1.94
, 29.861, -2.87, 1.62, 2.18
, 29.914, -3.02, 1.51, 2.20
, 30.002, -2.97, 1.59, 1.88
, 30.068, -3.05, 1.73, 2.47
, 30.106, -3.13, 1.61, 1.99
, 30.170, -3.12, 1.69, 2.16
, 30.258, -3.38, 1.37, 2.06
, 30.297, -3.19, 1.86, 2.19
, 30.367, -3.23, 1.84, 2.14
, 30.430, -3.08, 1.67, 1.84
, 30.559, -3.13, 1.76, 2.22
, 30.568, -3.25, 1.80, 1.94
, 30.619, -3.15, 1.90, 2.15
, 30.720, -3.37, 1.77, 2.18
, 30.740, -3.49, 1.71, 2.01
, 30.844, -3.23, 1.65, 2.10
, 30.874, -3.30, 1.78, 2.15
, 30.975, -3.28, 1.77, 2.27
, 30.999, -3.36, 1.64, 2.04
, 31.057, -3.45, 1.92, 1.86
, 31.121, -3.44, 2.05, 2.44
, 31.228, -3.37, 1.98, 1.78
, 31.258, -3.46, 1.99, 2.30
, 31.356, -3.37, 2.03, 1.89
, 31.376, -3.50, 2.14, 2.00
, 31.439, -3.36, 2.03, 2.14
, 31.504, -3.46, 2.05, 2.22
, 31.568, -3.46, 1.89, 2.31
, 31.683, -3.46, 1.94, 2.01
, 31.701, -3.50, 1.98, 1.93
, 31.781, -3.47, 1.94, 2.57
, 31.841, -3.55, 2.10, 2.02
, 31.918, -3.49, 2.06, 2.39
, 31.952, -3.46, 1.80, 2.33
, 32.030, -3.36, 1.79, 2.14
, 32.079, -3.52, 2.14, 2.37
, 32.162, -3.47, 1.91, 2.18
, 32.215, -3.44, 1.99, 2.16
, 32.338, -3.65, 2.56, 2.17
, 32.410, -3.69, 2.68, 2.35
, 32.456, -3.65, 2.37, 2.30
, 32.520, -3.77, 2.26, 2.27
, 32.679, -3.72, 2.37, 2.24
, 32.686, -3.76, 2.51, 2.39
, 32.714, -3.71, 2.39, 2.58
, 32.774, -3.79, 2.29, 2.29
, 32.837, -3.71, 2.11, 2.44
, 32.903, -3.83, 2.32, 2.29
, 32.968, -3.87, 2.76, 2.29
, 33.058, -3.77, 2.50, 2.56
, 33.170, -3.84, 2.40, 2.21
, 33.175, -3.82, 2.29, 2.39
, 33.248, -3.87, 2.44, 2.17
, 33.283, -3.92, 2.58, 2.25
, 33.346, -3.94, 2.63, 2.36
, 33.416, -3.96, 2.69, 2.33
, 33.473, -4.04, 2.76, 2.16
, 33.538, -4.10, 3.08, 2.07
, 33.685, -4.13, 3.13, 2.46
, 33.690, -4.16, 2.95, 2.09
, 33.739, -4.17, 2.70, 2.47
, 33.847, -4.16, 2.57, 2.35
, 33.858, -4.18, 2.55, 2.40
, 33.958, -4.13, 2.68, 2.42
, 33.982, -4.11, 2.62, 2.79
, 34.045, -4.14, 2.40, 2.38
, 34.144, -4.27, 2.62, 2.44
, 34.172, -4.21, 2.95, 2.45
, 34.235, -4.25, 3.14, 2.56
, 34.304, -4.22, 2.82, 2.49
, 34.364, -4.27, 2.73, 2.36
, 34.441, -4.24, 2.93, 2.57
, 34.505, -4.32, 2.99, 2.30
, 34.556, -4.37, 3.38, 2.42
, 34.627, -4.49, 3.41, 2.42
, 34.683, -4.44, 3.35, 2.42
, 34.806, -4.37, 3.48, 2.41
, 34.815, -4.46, 3.53, 2.42
, 34.880, -4.41, 3.41, 2.52
, 34.977, -4.35, 3.12, 2.65
, 35.001, -4.33, 2.83, 2.49
, 35.063, -4.38, 2.78, 2.70
, 35.127, -4.37, 2.90, 2.56
, 35.242, -4.30, 3.00, 2.95
, 35.254, -4.38, 3.00, 2.64
, 35.335, -4.38, 3.20, 2.76
, 35.382, -4.30, 3.31, 2.56
, 35.456, -4.64, 3.51, 2.62
, 35.523, -4.40, 3.82, 2.77
, 35.572, -4.27, 3.50, 2.90
, 35.690, -4.33, 3.33, 2.49
, 35.700, -4.50, 3.80, 2.56
, 35.764, -4.43, 4.08, 2.88
, 35.836, -4.53, 4.03, 2.88
, 35.890, -4.39, 3.84, 3.01
, 35.955, -4.52, 3.47, 2.80
, 36.083, -4.71, 3.42, 3.07
, 36.148, -4.57, 3.38, 3.26
, 36.223, -4.51, 3.09, 3.22
, 36.271, -4.65, 2.94, 3.35
, 36.335, -4.57, 2.91, 2.95
, 36.400, -4.65, 3.96, 3.18
, 36.466, -4.79, 3.74, 3.20
, 36.583, -4.63, 3.66, 3.02
, 36.596, -4.88, 3.99, 2.89
, 36.653, -4.78, 4.32, 3.11
, 36.724, -5.01, 3.94, 2.51
, 36.783, -4.72, 4.25, 3.49
, 36.897, -4.93, 3.71, 2.37
, 36.914, -4.93, 4.12, 2.78
, 37.009, -4.91, 4.50, 3.03
, 37.034, -4.86, 3.97, 3.12
, 37.097, -4.88, 3.75, 2.67
, 37.161, -4.83, 3.73, 3.21
, 37.254, -4.66, 3.54, 3.08
, 37.287, -4.82, 3.23, 2.81
, 37.351, -4.66, 3.42, 3.15
, 37.422, -4.83, 3.51, 3.16
, 37.482, -4.58, 3.62, 2.88
, 37.543, -4.84, 4.09, 3.14
, 37.663, -4.88, 4.38, 3.48
, 37.675, -4.61, 4.34, 2.51
, 37.743, -4.88, 4.41, 3.09
, 37.803, -4.74, 4.16, 3.11
, 37.908, -4.95, 4.37, 2.74
, 37.953, -4.86, 4.68, 3.21
, 38.052, -4.86, 4.42, 2.71
, 38.055, -4.78, 4.24, 3.20
, 38.115, -4.89, 4.41, 2.55
, 38.179, -4.84, 4.34, 3.60
, 38.243, -4.96, 3.83, 2.86
, 38.311, -4.75, 3.90, 3.18
, 38.410, -4.66, 3.94, 3.27
, 38.433, -4.76, 3.75, 3.35
, 38.497, -4.75, 3.71, 3.18
, 38.560, -4.98, 3.86, 3.05
, 38.701, -5.07, 4.37, 3.31
, 38.703, -4.84, 4.58, 3.30
, 38.751, -4.81, 4.77, 2.59
, 38.819, -4.57, 4.15, 3.46
, 38.944, -5.47, 4.83, 3.10
, 38.949, -4.68, 4.82, 3.07
, 39.034, -4.79, 4.42, 3.33
, 39.116, -4.76, 4.57, 3.26
, 39.133, -5.23, 4.46, 3.33
, 39.197, -5.09, 4.25, 3.15
, 39.264, -5.04, 4.21, 3.28
, 39.343, -4.85, 4.65, 3.45
, 39.385, -4.94, 3.98, 3.36
, 39.485, -4.90, 3.91, 2.81
, 39.519, -4.97, 4.33, 4.05
, 39.630, -4.90, 4.25, 3.08
, 39.651, -5.16, 4.13, 3.61
, 39.704, -4.97, 4.46, 3.12
, 39.828, -4.78, 4.46, 4.03
, 39.833, -5.02, 4.62, 3.12
, 39.899, -4.76, 4.49, 3.91
, 39.964, -5.12, 4.44, 3.04
, 40.028, -4.70, 4.71, 4.02
, 40.109, -5.16, 4.55, 3.48
, 40.185, -5.11, 4.40, 3.46
, 40.211, -4.97, 4.38, 3.25
, 40.276, -4.97, 4.39, 3.65
, 40.341, -4.99, 4.28, 3.57
, 40.405, -4.95, 4.44, 3.84
, 40.510, -4.85, 4.34, 3.37
, 40.531, -4.85, 4.13, 3.80
, 40.597, -4.92, 3.92, 3.44
, 40.728, -4.94, 4.62, 3.42
, 40.730, -5.01, 4.77, 3.71
, 40.784, -4.76, 4.49, 3.71
, 40.876, -4.96, 4.52, 3.37
, 40.911, -4.84, 4.65, 3.61
, 40.976, -4.96, 4.70, 3.78
, 41.082, -4.82, 4.82, 3.46
, 41.167, -4.90, 4.98, 3.66
, 41.276, -5.00, 4.91, 3.62
, 41.297, -4.99, 4.86, 3.69
, 41.363, -5.08, 4.88, 3.58
, 41.422, -4.94, 4.79, 3.60
, 41.515, -5.00, 4.75, 3.58
, 41.578, -4.96, 4.84, 3.52
, 41.610, -4.93, 4.84, 3.80
, 41.691, -5.01, 4.98, 3.55
, 41.745, -4.95, 5.11, 3.64
, 41.802, -4.92, 4.91, 3.69
, 41.865, -4.94, 5.01, 3.47
, 41.948, -4.96, 5.12, 3.61
, 41.997, -4.88, 5.04, 3.65
, 42.085, -4.79, 5.12, 3.59
, 42.119, -5.01, 5.35, 3.48
, 42.183, -4.95, 5.28, 3.62
, 42.303, -4.86, 5.21, 3.71
, 42.314, -4.98, 4.80, 3.38
, 42.389, -5.00, 4.54, 3.23
