
unknown,time,index,x,y,z,norm,unknown2,
0014.4F01.0000.0868,0,0,0.8010752688172043,-0.3064516129032258,-0.34946236559139787,0.9261523213415169,true,
0014.4F01.0000.0868,9,1,0.7526881720430108,-0.3333333333333333,-0.3387096774193548,0.8901543916771311,true,
0014.4F01.0000.0868,19,2,0.7043010752688172,-0.34946236559139787,-0.3602150537634409,0.8648230076422265,true,
0014.4F01.0000.0868,46,3,0.6827956989247311,-0.2956989247311828,-0.3817204301075269,0.8362764538827845,true,
0014.4F01.0000.0868,52,4,0.6935483870967742,-0.2849462365591398,-0.3924731182795699,0.8463089693166695,true,
0014.4F01.0000.0868,59,5,0.7150537634408602,-0.26881720430107525,-0.3924731182795699,0.8588362605941093,true,
0014.4F01.0000.0868,69,6,0.7634408602150538,-0.2956989247311828,-0.43548387096774194,0.9273219521860397,true,
0014.4F01.0000.0868,79,7,0.7795698924731183,-0.25268817204301075,-0.43010752688172044,0.9255122982550245,true,
0014.4F01.0000.0868,91,8,0.7741935483870968,-0.24193548387096775,-0.42473118279569894,0.915589977205472,true,
0014.4F01.0000.0868,99,9,0.7741935483870968,-0.26344086021505375,-0.41397849462365593,0.9165996569964009,true,
0014.4F01.0000.0868,109,10,0.7580645161290323,-0.3172043010752688,-0.41935483870967744,0.922571872530164,true,
0014.4F01.0000.0868,119,11,0.7043010752688172,-0.4032258064516129,-0.44623655913978494,0.926152321341517,true,
0014.4F01.0000.0868,129,12,0.7096774193548387,-0.1827956989247312,-0.6021505376344086,0.9484943737634568,true,
0014.4F01.0000.0868,139,13,0.6344086021505376,-0.46774193548387094,-0.27956989247311825,0.8363110171881198,true,
0014.4F01.0000.0868,149,14,0.6612903225806451,-0.3064516129032258,-0.44086021505376344,0.8518070268594014,true,
0014.4F01.0000.0868,159,15,0.6451612903225806,-0.3064516129032258,-0.45161290322580644,0.8450443159632087,true,
0014.4F01.0000.0868,170,16,0.6612903225806451,-0.27956989247311825,-0.46236559139784944,0.8539591065296556,true,
0014.4F01.0000.0868,179,17,0.5591397849462365,-0.3118279569892473,-0.44623655913978494,0.780385187316319,true,
0014.4F01.0000.0868,189,18,0.5591397849462365,-0.25268817204301075,-0.478494623655914,0.7781039238223751,true,
0014.4F01.0000.0868,199,19,0.6290322580645161,-0.3010752688172043,-0.489247311827957,0.8518748918180287,true,
0014.4F01.0000.0868,209,20,0.7150537634408602,-0.3172043010752688,-0.4731182795698925,0.9141998466936878,true,
0014.4F01.0000.0868,219,21,0.7634408602150538,-0.3387096774193548,-0.45161290322580644,0.9494842847480237,true,
0014.4F01.0000.0868,229,22,0.7258064516129032,-0.3333333333333333,-0.44623655913978494,0.9148951759775212,true,
0014.4F01.0000.0868,239,23,0.6559139784946236,-0.3655913978494624,-0.478494623655914,0.890414129623842,true,
0014.4F01.0000.0868,250,24,0.6182795698924731,-0.3279569892473118,-0.5752688172043011,0.9059578496763624,true,
0014.4F01.0000.0868,259,25,0.7311827956989247,-0.3118279569892473,-0.521505376344086,0.950701221752644,true,
0014.4F01.0000.0868,269,26,0.7473118279569892,-0.3387096774193548,-0.543010752688172,0.9839003462327448,true,
0014.4F01.0000.0868,279,27,0.6935483870967742,-0.3548387096774194,-0.553763440860215,0.9558105584075842,true,
0014.4F01.0000.0868,289,28,0.6827956989247311,-0.3602150537634409,-0.510752688172043,0.9256528290362855,true,
0014.4F01.0000.0868,299,29,0.6075268817204301,-0.3655913978494624,-0.489247311827957,0.8614574361658013,true,
0014.4F01.0000.0868,309,30,0.6236559139784946,-0.34408602150537637,-0.4838709677419355,0.8610882664740399,true,
0014.4F01.0000.0868,319,31,0.6290322580645161,-0.34946236559139787,-0.489247311827957,0.8701542729777071,true,
0014.4F01.0000.0868,330,32,0.6720430107526881,-0.3279569892473118,-0.45698924731182794,0.87637706910686,true,
0014.4F01.0000.0868,339,33,0.7150537634408602,-0.34946236559139787,-0.45698924731182794,0.9177499668941996,true,
0014.4F01.0000.0868,349,34,0.6236559139784946,-0.3602150537634409,-0.44086021505376344,0.8444283943682855,true,
0014.4F01.0000.0868,359,35,0.7096774193548387,-0.4032258064516129,-0.478494623655914,0.9461449124728791,true,
0014.4F01.0000.0868,369,36,0.7204301075268817,-0.3279569892473118,-0.44623655913978494,0.9086816787744049,true,
0014.4F01.0000.0868,379,37,0.6774193548387096,-0.3763440860215054,-0.42473118279569894,0.8837015508827,true,
0014.4F01.0000.0868,389,38,0.6612903225806451,-0.3709677419354839,-0.41935483870967744,0.8664758721653737,true,
0014.4F01.0000.0868,399,39,0.6774193548387096,-0.3602150537634409,-0.3978494623655914,0.8642546279728459,true,
0014.4F01.0000.0868,410,40,0.6935483870967742,-0.3709677419354839,-0.3978494623655914,0.8814253374539666,true,
0014.4F01.0000.0868,419,41,0.7258064516129032,-0.3548387096774194,-0.3870967741935484,0.8958512307741172,true,
0014.4F01.0000.0868,429,42,0.6935483870967742,-0.3978494623655914,-0.3817204301075269,0.8860045410214343,true,
0014.4F01.0000.0868,439,43,0.7043010752688172,-0.40860215053763443,-0.3817204301075269,0.899280939868219,true,
0014.4F01.0000.0868,449,44,0.7043010752688172,-0.3978494623655914,-0.3870967741935484,0.8967542093129272,true,
0014.4F01.0000.0868,459,45,0.6881720430107527,-0.3870967741935484,-0.3924731182795699,0.8817368212481168,true,
0014.4F01.0000.0868,469,46,0.6827956989247311,-0.4032258064516129,-0.40860215053763443,0.8920519799219355,true,
0014.4F01.0000.0868,479,47,0.6774193548387096,-0.4032258064516129,-0.3978494623655914,0.8830471267170497,true,
0014.4F01.0000.0868,490,48,0.6989247311827957,-0.3817204301075269,-0.40860215053763443,0.8950765241276291,true,
0014.4F01.0000.0868,499,49,0.7150537634408602,-0.3870967741935484,-0.3817204301075269,0.8982517931868904,true,
0014.4F01.0000.0868,509,50,0.7258064516129032,-0.3870967741935484,-0.3763440860215054,0.9045848710194787,true,
0014.4F01.0000.0868,519,51,0.7150537634408602,-0.3924731182795699,-0.3709677419354839,0.8960770607150585,true,
0014.4F01.0000.0868,529,52,0.7043010752688172,-0.3924731182795699,-0.3548387096774194,0.8809004842105818,true,
0014.4F01.0000.0868,539,53,0.7258064516129032,-0.3763440860215054,-0.3548387096774194,0.891257755181862,true,
0014.4F01.0000.0868,549,54,0.7365591397849462,-0.3870967741935484,-0.3333333333333333,0.8963673298948942,true,
0014.4F01.0000.0868,559,55,0.7311827956989247,-0.3870967741935484,-0.3387096774193548,0.893977873828357,true,
0014.4F01.0000.0868,570,56,0.7473118279569892,-0.3602150537634409,-0.3172043010752688,0.8881713921213996,true,
0014.4F01.0000.0868,579,57,0.7150537634408602,-0.3763440860215054,-0.3387096774193548,0.8761626568576313,true,
0014.4F01.0000.0868,589,58,0.7311827956989247,-0.3709677419354839,-0.34408602150537637,0.8891796986426341,true,
0014.4F01.0000.0868,599,59,0.7473118279569892,-0.3709677419354839,-0.34946236559139787,0.9045529164874017,true,
0014.4F01.0000.0868,609,60,0.7365591397849462,-0.3548387096774194,-0.3602150537634409,0.8934118654036751,true,
0014.4F01.0000.0868,619,61,0.7688172043010753,-0.34408602150537637,-0.4032258064516129,0.933844813024773,true,
0014.4F01.0000.0868,629,62,0.8333333333333334,-0.3118279569892473,-0.3602150537634409,0.9599145817010653,true,
0014.4F01.0000.0868,639,63,0.7903225806451613,-0.3655913978494624,-0.3333333333333333,0.9324043987295761,true,
0014.4F01.0000.0868,650,64,0.7365591397849462,-0.3602150537634409,-0.3387096774193548,0.8871293574987031,true,
0014.4F01.0000.0868,659,65,0.7258064516129032,-0.3709677419354839,-0.3279569892473118,0.8786170141510958,true,
0014.4F01.0000.0868,669,66,0.7526881720430108,-0.3548387096774194,-0.3225806451612903,0.8924731182795699,true,
0014.4F01.0000.0868,679,67,0.7419354838709677,-0.34946236559139787,-0.3225806451612903,0.8812777540731737,true,
0014.4F01.0000.0868,689,68,0.7419354838709677,-0.34408602150537637,-0.3118279569892473,0.8752714591384397,true,
0014.4F01.0000.0868,699,69,0.7473118279569892,-0.34408602150537637,-0.3333333333333333,0.8876830906978718,true,
0014.4F01.0000.0868,709,70,0.7473118279569892,-0.3333333333333333,-0.3387096774193548,0.885612965630614,true,
0014.4F01.0000.0868,719,71,0.7473118279569892,-0.3387096774193548,-0.3548387096774194,0.893929372863134,true,
0014.4F01.0000.0868,730,72,0.7258064516129032,-0.34408602150537637,-0.3548387096774194,0.8781233998042917,true,
0014.4F01.0000.0868,739,73,0.7419354838709677,-0.34946236559139787,-0.3709677419354839,0.9001162551294664,true,
0014.4F01.0000.0868,749,74,0.7741935483870968,-0.3279569892473118,-0.3655913978494624,0.9168361398537305,true,
0014.4F01.0000.0868,759,75,0.7580645161290323,-0.34408602150537637,-0.3817204301075269,0.9158425015093029,true,
0014.4F01.0000.0868,769,76,0.7419354838709677,-0.34946236559139787,-0.3817204301075269,0.904600847862226,true,
0014.4F01.0000.0868,779,77,0.7419354838709677,-0.3333333333333333,-0.3602150537634409,0.8895697040118649,true,
0014.4F01.0000.0868,789,78,0.7096774193548387,-0.3548387096774194,-0.3602150537634409,0.8713824845528387,true,
0014.4F01.0000.0868,799,79,0.7258064516129032,-0.3064516129032258,-0.3763440860215054,0.8731222522288986,true,
0014.4F01.0000.0868,810,80,0.7311827956989247,-0.3010752688172043,-0.3225806451612903,0.8540098774909584,true,
0014.4F01.0000.0868,819,81,0.6881720430107527,-0.3655913978494624,-0.3548387096774194,0.8562408194244497,true,
0014.4F01.0000.0868,829,82,0.7311827956989247,-0.3763440860215054,-0.3870967741935484,0.9089043208173833,true,
0014.4F01.0000.0868,839,83,0.7258064516129032,-0.34946236559139787,-0.3817204301075269,0.8914198993342726,true,
0014.4F01.0000.0868,849,84,0.7634408602150538,-0.3817204301075269,-0.4032258064516129,0.9440039643962996,true,
0014.4F01.0000.0868,859,85,0.7795698924731183,-0.3548387096774194,-0.3924731182795699,0.9421649938881057,true,
0014.4F01.0000.0868,869,86,0.7903225806451613,-0.3870967741935484,-0.41935483870967744,0.9748395636297791,true,
0014.4F01.0000.0868,879,87,0.7365591397849462,-0.3279569892473118,-0.3655913978494624,0.885286520499677,true,
0014.4F01.0000.0868,890,88,0.7688172043010753,-0.34946236559139787,-0.3817204301075269,0.9267763081539862,true,
0014.4F01.0000.0868,899,89,0.7956989247311828,-0.2903225806451613,-0.3172043010752688,0.9044570461174353,true,
0014.4F01.0000.0868,909,90,0.6397849462365591,-0.3709677419354839,-0.42473118279569894,0.8528413806955324,true,
0014.4F01.0000.0868,919,91,0.6505376344086021,-0.34408602150537637,-0.44086021505376344,0.8578765256111097,true,
0014.4F01.0000.0868,929,92,0.6666666666666666,-0.3333333333333333,-0.3817204301075269,0.8374162897370883,true,
0014.4F01.0000.0868,939,93,0.6881720430107527,-0.34408602150537637,-0.34408602150537637,0.8428351803124915,true,
0014.4F01.0000.0868,949,94,0.6774193548387096,-0.3763440860215054,-0.34408602150537637,0.8478956560738203,true,
0014.4F01.0000.0868,959,95,0.6881720430107527,-0.3709677419354839,-0.3548387096774194,0.8585501361154403,true,
0014.4F01.0000.0868,970,96,0.7311827956989247,-0.3602150537634409,-0.3279569892473118,0.8786005648074986,true,
0014.4F01.0000.0868,979,97,0.7204301075268817,-0.3279569892473118,-0.3064516129032258,0.8488155969810783,true,
0014.4F01.0000.0868,989,98,0.7795698924731183,-0.2849462365591398,-0.2849462365591398,0.8775636345638894,true,
0014.4F01.0000.0868,999,99,0.8064516129032258,-0.44623655913978494,-0.489247311827957,1.0434817692695983,true,
0014.4F01.0000.0868,1009,100,0.8010752688172043,-0.46236559139784944,-0.5752688172043011,1.0892372278190252,true,
0014.4F01.0000.0868,1019,101,0.7043010752688172,-0.43010752688172044,-0.478494623655914,0.9539337472658869,true,
