
time,altitude,x,y,z
6.65,-0.544709473,-1.236370117,9.500987231,-7.874272363
6.7,-0.544709473,-1.084784668,9.576692188,-8.116247705
6.75,-0.272354736,-1.084784668,9.576692188,-7.874272363
6.8,-0.272354736,-1.160577393,9.500987231,-7.954930811
6.85,-0.272354736,-1.236370117,9.500987231,-7.954930811
6.9,0,-1.160577393,9.7281021,-7.793613916
6.95,-0.544709473,-1.236370117,9.425282275,-8.196906152
7,-0.544709473,-1.312162842,9.500987231,-7.712955469
7.05,-0.272354736,-1.312162842,9.576692188,-7.954930811
7.1,-0.272354736,-1.008991943,9.803807056,-8.2775646
7.15,-0.544709473,-1.236370117,9.7281021,-7.954930811
7.2,-0.272354736,-1.387955566,9.349577319,-8.438881494
7.25,-0.544709473,-1.236370117,9.652397144,-8.196906152
7.3,-0.272354736,-1.236370117,9.576692188,-8.116247705
7.35,-0.544709473,-1.236370117,9.576692188,-8.196906152
7.4,-0.272354736,-1.236370117,9.576692188,-8.438881494
7.45,-0.272354736,-1.312162842,9.7281021,-8.035589258
7.5,-0.272354736,-1.236370117,9.576692188,-8.358223047
7.55,-0.544709473,-1.236370117,9.576692188,-8.196906152
7.6,-0.272354736,-1.312162842,9.576692188,-8.2775646
7.65,-0.272354736,-1.236370117,9.576692188,-8.116247705
7.7,-0.272354736,-1.236370117,9.7281021,-8.2775646
7.75,-0.544709473,-1.539541016,9.198167407,-7.954930811
7.8,-0.544709473,-1.236370117,9.425282275,-8.761515283
7.85,-0.272354736,-1.312162842,9.7281021,-7.874272363
7.9,-0.272354736,-1.387955566,9.425282275,-8.116247705
7.95,-0.272354736,-1.084784668,9.652397144,-8.922832178
8,0,-1.387955566,9.576692188,-8.196906152
8.05,0,-1.236370117,9.652397144,-8.84217373
8.1,-0.272354736,-1.312162842,9.500987231,-8.116247705
8.15,-0.272354736,-1.61533374,9.122462451,-8.116247705
8.2,-0.272354736,-1.312162842,9.576692188,-8.438881494
8.25,-0.272354736,-1.236370117,9.652397144,-8.2775646
8.3,-0.272354736,-1.008991943,9.7281021,-8.600198389
8.35,-0.272354736,-1.766919189,10.18233184,-7.954930811
8.4,-0.272354736,-1.236370117,8.971052539,-8.438881494
8.45,-0.272354736,-1.539541016,9.425282275,-8.2775646
8.5,-0.272354736,-1.61533374,10.03092192,-8.035589258
8.55,-0.272354736,-1.312162842,9.349577319,-8.2775646
8.6,-0.272354736,-1.312162842,9.652397144,-8.116247705
8.65,-0.544709473,-1.766919189,9.500987231,-8.438881494
8.7,-0.544709473,-0.933199219,9.803807056,-8.84217373
8.75,-0.272354736,-1.387955566,9.349577319,-7.874272363
8.8,-0.544709473,-1.312162842,9.803807056,-8.196906152
8.85,-0.272354736,-1.539541016,9.425282275,-8.035589258
8.9,-0.544709473,-1.236370117,10.25803679,-8.519539941
8.95,-0.544709473,-1.387955566,9.425282275,-8.196906152
9,-0.272354736,-1.084784668,9.955216968,-7.954930811
9.05,-0.544709473,-1.160577393,9.500987231,-7.954930811
9.1,0,-1.766919189,10.10662688,-8.358223047
9.15,-0.272354736,-1.312162842,9.576692188,-7.954930811
9.2,-0.544709473,-1.236370117,9.7281021,-7.229004785
9.25,-0.544709473,-1.236370117,9.198167407,-8.438881494
9.3,0,-1.008991943,9.425282275,-7.470980127
9.35,-0.272354736,-1.236370117,9.500987231,-7.793613916
9.4,-0.272354736,-1.312162842,9.576692188,-7.39032168
9.45,-0.272354736,-1.084784668,9.425282275,-7.712955469
9.5,-0.272354736,-1.236370117,9.500987231,-7.470980127
9.55,-0.272354736,-1.084784668,9.500987231,-7.874272363
9.6,-0.272354736,-1.160577393,9.500987231,-7.712955469
9.65,-0.272354736,-1.236370117,9.576692188,-8.035589258
9.7,-0.272354736,-1.084784668,9.500987231,-8.035589258
9.75,-0.272354736,-1.084784668,9.576692188,-7.712955469
9.8,0,-1.463748291,9.500987231,-7.874272363
9.85,0,-1.160577393,9.500987231,-7.954930811
9.9,-0.272354736,-1.084784668,9.576692188,-7.229004785
9.95,-0.544709473,-1.236370117,9.349577319,-7.954930811
10,-0.272354736,-1.312162842,9.576692188,-8.035589258
10.05,-0.272354736,-1.312162842,9.425282275,-8.2775646
10.1,0,-1.160577393,9.7281021,-7.793613916
10.15,0,-1.236370117,9.500987231,-8.116247705
10.2,0,-1.236370117,9.652397144,-8.358223047
10.25,-0.272354736,-1.160577393,9.500987231,-7.793613916
10.3,0,-1.387955566,9.576692188,-8.358223047
10.35,-0.272354736,-1.236370117,9.652397144,-8.2775646
10.4,-0.272354736,-1.160577393,9.500987231,-8.116247705
10.45,0.272354736,-1.463748291,9.879512012,-8.2775646
10.5,0,-1.160577393,9.425282275,-8.358223047
10.55,-0.272354736,-1.312162842,9.576692188,-8.2775646
10.6,0.272354736,-1.160577393,9.879512012,-8.116247705
10.65,0.272354736,-1.008991943,9.273872363,-8.84217373
10.7,0,-1.312162842,9.500987231,-8.2775646
10.75,-0.272354736,-1.463748291,10.03092192,-8.196906152
10.8,0,-1.463748291,9.7281021,-8.438881494
10.85,-0.272354736,-1.312162842,9.803807056,-8.196906152
10.9,0.272354736,-1.008991943,9.879512012,-8.035589258
10.95,0.272354736,-0.78161377,8.819642627,-9.648758203
11,-0.272354736,-1.084784668,10.03092192,-8.116247705
11.05,0,-1.463748291,9.349577319,-7.632297021
11.1,0,-1.387955566,9.273872363,-8.358223047
11.15,-0.272354736,-2.297468262,9.500987231,-8.2775646
11.2,0,-1.236370117,9.349577319,-8.358223047
11.25,-0.272354736,-0.933199219,10.10662688,-7.470980127
11.3,0,0.20369165,10.03092192,-8.680856836
11.35,0,-0.402650146,8.743937671,-10.21336733
11.4,-0.272354736,-2.60063916,9.652397144,-8.2775646
11.45,-0.272354736,-2.979602783,9.500987231,-7.793613916
11.5,-0.272354736,-1.463748291,9.122462451,-8.600198389
11.55,-0.272354736,-0.554235596,10.33374175,-8.035589258
11.6,-0.272354736,-0.554235596,9.425282275,-8.922832178
11.65,-0.272354736,-1.160577393,9.7281021,-8.438881494
11.7,0,-1.463748291,9.803807056,-8.2775646
11.75,0,-1.766919189,9.273872363,-8.761515283
11.8,-0.272354736,-1.312162842,9.576692188,-8.680856836
11.85,-0.272354736,-1.160577393,9.576692188,-8.600198389
11.9,-0.272354736,-1.236370117,9.576692188,-8.2775646
11.95,0,-1.387955566,9.576692188,-8.519539941
12,0,-1.61533374,9.500987231,-8.438881494
12.05,-0.272354736,-1.842711914,10.33374175,-7.954930811
12.1,-0.544709473,-1.236370117,9.500987231,-8.116247705
12.15,-0.272354736,-1.691126465,9.198167407,-8.761515283
12.2,-0.272354736,-1.236370117,9.273872363,-8.922832178
12.25,-0.272354736,-1.691126465,9.500987231,-8.196906152
12.3,-0.272354736,-1.539541016,9.425282275,-8.196906152
12.35,-0.272354736,-1.312162842,9.500987231,-7.793613916
12.4,-0.272354736,-1.312162842,9.425282275,-8.438881494
12.45,-0.272354736,-1.387955566,9.652397144,-8.2775646
12.5,-0.272354736,-1.539541016,9.576692188,-8.116247705
12.55,-0.272354736,-1.463748291,9.576692188,-7.874272363
12.6,-0.272354736,-1.387955566,9.7281021,-8.680856836
12.65,0,-1.312162842,9.576692188,-8.438881494
12.7,-0.272354736,-1.312162842,9.652397144,-8.196906152
12.75,0,-1.312162842,9.500987231,-8.196906152
12.8,0,-1.539541016,9.652397144,-8.438881494
12.85,-0.272354736,-1.463748291,9.576692188,-8.035589258
12.9,-0.272354736,-1.236370117,9.500987231,-8.196906152
12.95,0,-1.312162842,9.576692188,-8.116247705
13,-0.272354736,-1.463748291,9.576692188,-8.358223047
13.05,-0.272354736,-1.312162842,9.576692188,-8.358223047
13.1,-0.272354736,-1.387955566,9.500987231,-8.438881494
13.15,-0.272354736,-1.387955566,9.652397144,-8.116247705
13.2,-0.272354736,-1.387955566,9.576692188,-8.438881494
13.25,-0.544709473,-1.463748291,9.576692188,-8.196906152
13.3,-0.272354736,-1.312162842,9.576692188,-8.2775646
13.35,-0.272354736,-1.387955566,9.576692188,-8.358223047
13.4,0,-1.387955566,9.576692188,-8.519539941
13.45,0.272354736,-1.312162842,9.652397144,-8.761515283
13.5,0.272354736,-1.463748291,9.576692188,-8.680856836
13.55,0,-1.387955566,9.652397144,-8.438881494
13.6,-0.272354736,-1.312162842,9.576692188,-8.600198389
13.65,-0.272354736,-1.387955566,9.652397144,-8.438881494
13.7,-0.272354736,-1.463748291,9.652397144,-8.680856836
13.75,0,-1.312162842,9.576692188,-8.519539941
13.8,-0.544709473,-1.387955566,9.576692188,-8.600198389
13.85,-0.544709473,-1.312162842,9.576692188,-8.438881494
13.9,-0.272354736,-1.312162842,9.576692188,-8.2775646
13.95,-0.272354736,-1.312162842,9.652397144,-8.680856836
14,0,-1.387955566,9.7281021,-8.600198389
14.05,-0.272354736,-1.387955566,9.576692188,-8.600198389
14.1,0,-1.387955566,9.652397144,-8.438881494
14.15,-0.272354736,-1.463748291,9.652397144,-8.600198389
14.2,-0.272354736,-1.387955566,9.576692188,-8.438881494
14.25,0.272354736,-1.387955566,9.652397144,-8.2775646
14.3,0,-1.387955566,9.652397144,-8.035589258
14.35,-0.272354736,-1.463748291,9.576692188,-8.2775646
14.4,0,-1.387955566,9.7281021,-8.035589258
14.45,0,-1.387955566,9.576692188,-8.2775646
14.5,0,-1.387955566,9.576692188,-8.438881494
14.55,-0.272354736,-1.387955566,9.652397144,-8.196906152
14.6,-0.272354736,-1.387955566,9.576692188,-8.2775646
14.65,-0.272354736,-1.387955566,9.576692188,-8.2775646
14.7,-0.272354736,-1.387955566,9.576692188,-8.2775646
14.75,0,-1.387955566,9.576692188,-8.519539941
14.8,-0.272354736,-1.463748291,9.576692188,-8.2775646
14.85,-0.272354736,-1.463748291,9.576692188,-7.874272363
14.9,-0.272354736,-1.312162842,9.500987231,-8.358223047
14.95,0,-1.312162842,9.500987231,-8.196906152
15,-0.272354736,-1.387955566,9.576692188,-8.035589258
15.05,-0.272354736,-1.312162842,9.576692188,-8.2775646
15.1,-0.544709473,-1.387955566,9.576692188,-8.116247705
15.15,0,-1.312162842,9.576692188,-7.954930811
15.2,0,-1.387955566,9.500987231,-7.954930811
15.25,-0.272354736,-1.312162842,9.652397144,-8.116247705
15.3,0,-1.387955566,9.576692188,-7.954930811
15.35,0,-1.312162842,9.500987231,-8.035589258
15.4,0,-1.387955566,9.576692188,-8.035589258
15.45,-0.272354736,-1.312162842,9.576692188,-8.196906152
15.5,-0.272354736,-1.387955566,9.576692188,-8.116247705
15.55,-0.544709473,-1.387955566,9.576692188,-8.196906152
15.6,-0.272354736,-1.387955566,9.576692188,-7.954930811
15.65,-0.272354736,-1.387955566,9.500987231,-8.2775646
15.7,-0.272354736,-1.463748291,9.652397144,-8.035589258
15.75,-0.272354736,-1.312162842,9.803807056,-8.116247705
15.8,-0.272354736,-1.387955566,9.500987231,-8.358223047
15.85,-0.272354736,-1.61533374,9.576692188,-8.2775646
15.9,-0.272354736,-1.312162842,9.652397144,-8.358223047
15.95,-0.272354736,-1.387955566,9.576692188,-8.116247705
16,-0.272354736,-1.463748291,9.576692188,-8.438881494
16.05,-0.544709473,-1.387955566,9.046757495,-10.53600112
16.1,-0.272354736,-1.61533374,10.25803679,-6.987029443
16.15,-0.272354736,-1.61533374,9.198167407,-7.39032168
16.2,-0.272354736,-1.539541016,9.7281021,-9.245465967
16.25,-0.272354736,-1.766919189,9.122462451,-7.470980127
16.3,-0.272354736,-1.61533374,9.349577319,-8.438881494
16.35,-0.272354736,-0.78161377,9.046757495,-7.712955469
16.4,-0.544709473,-1.61533374,9.576692188,-8.680856836
16.45,-0.544709473,-1.691126465,9.425282275,-8.116247705
16.5,-0.817064209,-1.008991943,9.955216968,-8.600198389
16.55,-0.272354736,-1.918504639,9.955216968,-8.116247705
16.6,-0.272354736,-1.387955566,9.500987231,-8.600198389
16.65,-0.272354736,-0.023686523,9.879512012,-8.358223047
16.7,-0.272354736,-1.691126465,9.500987231,-8.680856836
16.75,-0.544709473,-0.023686523,10.10662688,-8.116247705
16.8,-0.272354736,-2.070090088,9.7281021,-8.035589258
16.85,0.272354736,-0.402650146,9.349577319,-8.035589258
16.9,0.272354736,-1.463748291,9.652397144,-9.003490625
16.95,-0.544709473,-0.478442871,9.803807056,-8.84217373
17,-0.272354736,-0.326857422,10.03092192,-8.438881494
17.05,-0.272354736,-0.478442871,9.652397144,-8.761515283
17.1,-0.272354736,-0.554235596,9.652397144,-8.519539941
17.15,-0.272354736,-0.78161377,9.652397144,-8.519539941
17.2,-0.544709473,-0.857406494,9.803807056,-8.2775646
17.25,-0.272354736,-0.705821045,9.7281021,-8.438881494
17.3,-0.272354736,-0.554235596,9.652397144,-8.519539941
17.35,-0.272354736,-0.78161377,9.652397144,-7.874272363
17.4,-0.272354736,-0.63002832,9.7281021,-8.116247705
17.45,-0.272354736,-0.175271973,9.652397144,-8.2775646
17.5,-0.272354736,-0.705821045,9.500987231,-8.2775646
17.55,0,-0.63002832,9.652397144,-8.196906152
17.6,0,-0.705821045,9.803807056,-7.793613916
17.65,-0.544709473,-0.402650146,9.500987231,-7.954930811
17.7,-0.272354736,-0.478442871,9.576692188,-8.116247705
17.75,-0.272354736,-0.554235596,9.576692188,-7.793613916
17.8,-0.272354736,-0.705821045,9.652397144,-7.874272363
17.85,-0.272354736,-0.63002832,9.500987231,-8.196906152
17.9,-0.272354736,-0.554235596,9.576692188,-7.470980127
17.95,-0.272354736,-0.402650146,9.500987231,-7.874272363
18,-0.272354736,-0.478442871,9.652397144,-7.470980127
18.05,-0.272354736,-0.554235596,9.652397144,-7.793613916
18.1,-0.544709473,-0.251064697,9.576692188,-7.551638574
18.15,-0.272354736,-0.402650146,9.576692188,-7.632297021
18.2,-0.272354736,-0.402650146,9.425282275,-7.551638574
18.25,-0.272354736,-0.402650146,9.576692188,-7.632297021
18.3,-0.272354736,-0.402650146,9.576692188,-7.39032168
18.35,0,-0.478442871,9.576692188,-7.632297021
18.4,-0.272354736,-0.402650146,9.576692188,-7.632297021
18.45,-0.272354736,-0.554235596,9.576692188,-7.712955469
18.5,-0.272354736,-0.402650146,9.576692188,-7.551638574
18.55,-0.272354736,-0.478442871,9.576692188,-7.632297021
18.6,-0.272354736,-0.402650146,9.652397144,-7.793613916
18.65,-0.272354736,-0.478442871,9.652397144,-7.712955469
18.7,-0.272354736,-0.554235596,9.500987231,-7.954930811
18.75,-0.272354736,-0.478442871,9.652397144,-7.712955469
18.8,0,-0.402650146,9.576692188,-7.712955469
18.85,-0.544709473,-0.402650146,9.652397144,-7.954930811
18.9,-0.544709473,-0.554235596,9.652397144,-7.632297021
18.95,0,-0.402650146,9.652397144,-7.954930811
19,0,-0.402650146,9.576692188,-8.035589258
19.05,-0.272354736,-0.478442871,9.576692188,-7.954930811
19.1,0,-0.402650146,9.652397144,-8.035589258
19.15,-0.272354736,-0.402650146,9.652397144,-8.035589258
19.2,0,-0.478442871,9.652397144,-7.954930811
19.25,-0.272354736,-0.478442871,9.652397144,-8.196906152
19.3,-0.272354736,-0.554235596,9.652397144,-8.196906152
19.35,-0.272354736,-0.554235596,9.576692188,-8.2775646
19.4,-0.272354736,-0.554235596,9.652397144,-8.196906152
19.45,-0.544709473,-0.478442871,9.652397144,-8.2775646
19.5,-0.272354736,-0.554235596,9.7281021,-8.116247705
19.55,-0.272354736,-0.554235596,9.652397144,-8.438881494
19.6,-0.272354736,-0.554235596,9.7281021,-8.196906152
19.65,0,-0.478442871,9.652397144,-8.196906152
19.7,-0.272354736,-0.554235596,9.652397144,-8.358223047
19.75,-0.272354736,-0.63002832,9.652397144,-8.358223047
19.8,0,-0.554235596,9.652397144,-8.519539941
19.85,-0.272354736,-0.478442871,9.803807056,-8.358223047
19.9,0,-0.554235596,9.652397144,-8.438881494
19.95,0,-0.478442871,9.7281021,-8.600198389
20,0,-0.705821045,9.652397144,-8.438881494
20.05,0,-0.554235596,9.652397144,-8.358223047
20.1,-0.272354736,-0.478442871,9.803807056,-8.519539941
20.15,-0.544709473,-0.554235596,9.576692188,-8.438881494
20.2,-0.272354736,-0.554235596,9.652397144,-8.600198389
20.25,-0.272354736,-0.554235596,9.652397144,-8.2775646
20.3,-0.272354736,-0.554235596,9.7281021,-8.358223047
20.35,-0.272354736,-0.554235596,9.652397144,-8.438881494
20.4,-0.272354736,-0.478442871,9.7281021,-8.680856836
20.45,0,-0.478442871,9.652397144,-8.438881494
20.5,0.272354736,-0.554235596,9.7281021,-8.2775646
20.55,-0.544709473,-0.554235596,9.652397144,-8.438881494
20.6,-0.272354736,-0.63002832,9.576692188,-8.438881494
20.65,-0.272354736,-0.63002832,9.652397144,-8.358223047
20.7,-0.272354736,-0.63002832,9.652397144,-8.2775646
20.75,-0.272354736,-0.554235596,9.652397144,-8.358223047
20.8,-0.272354736,-0.63002832,9.652397144,-8.116247705
20.85,-0.272354736,-0.63002832,9.576692188,-8.2775646
20.9,-0.272354736,-0.554235596,9.803807056,-8.2775646
20.95,-0.272354736,-0.554235596,9.576692188,-8.116247705
21,-0.272354736,-0.554235596,9.576692188,-8.116247705
21.05,-0.272354736,-0.705821045,9.652397144,-7.874272363
21.1,-0.272354736,-0.554235596,9.652397144,-8.035589258
21.15,-0.544709473,-0.554235596,9.576692188,-8.035589258
21.2,-0.272354736,-0.63002832,9.652397144,-7.874272363
21.25,-0.272354736,-0.554235596,9.576692188,-7.551638574
21.3,-0.272354736,-0.554235596,9.425282275,-8.035589258
21.35,-0.272354736,-0.554235596,9.652397144,-7.470980127
21.4,-0.272354736,-0.478442871,9.425282275,-7.793613916
21.45,-0.272354736,-0.63002832,9.652397144,-7.874272363
21.5,-0.817064209,-0.554235596,9.500987231,-7.712955469
21.55,-0.272354736,-0.554235596,9.500987231,-7.712955469
21.6,-0.272354736,-0.554235596,9.500987231,-7.39032168
21.65,-0.544709473,-0.554235596,9.576692188,-7.551638574
21.7,-0.817064209,-0.554235596,9.576692188,-7.712955469
21.75,-0.272354736,-0.554235596,9.576692188,-7.551638574
21.8,-0.272354736,-0.63002832,9.576692188,-7.229004785
21.85,-0.272354736,-0.554235596,9.576692188,-7.470980127
21.9,-0.272354736,-0.554235596,9.576692188,-7.632297021
21.95,-0.272354736,-0.63002832,9.576692188,-7.712955469
22,0,-0.554235596,9.652397144,-7.793613916
22.05,0,-0.554235596,9.500987231,-7.874272363
22.1,-0.272354736,-0.63002832,9.576692188,-7.712955469
22.15,-0.272354736,-0.554235596,9.576692188,-7.954930811
22.2,-0.272354736,-0.554235596,9.576692188,-8.035589258
22.25,0,-0.554235596,9.652397144,-8.035589258
22.3,-0.272354736,-0.63002832,9.652397144,-7.954930811
22.35,-0.544709473,-0.63002832,9.7281021,-7.874272363
22.4,-0.817064209,-0.554235596,9.576692188,-8.2775646
22.45,-0.272354736,-0.63002832,9.652397144,-8.116247705
22.5,-0.272354736,-0.63002832,9.652397144,-8.196906152
22.55,-0.272354736,-0.554235596,9.576692188,-8.196906152
22.6,-0.544709473,-0.63002832,9.652397144,-8.2775646
22.65,-0.272354736,-0.63002832,9.652397144,-8.358223047
22.7,-0.544709473,-0.554235596,9.652397144,-8.116247705
22.75,-0.272354736,-0.63002832,9.652397144,-8.196906152
22.8,-0.544709473,-0.63002832,9.652397144,-8.116247705
22.85,-0.817064209,-0.554235596,9.652397144,-8.2775646
22.9,0,-0.63002832,9.652397144,-8.2775646
22.95,-0.544709473,-0.63002832,9.7281021,-8.196906152
23,-0.272354736,-0.554235596,9.652397144,-8.358223047
23.05,-0.544709473,-0.554235596,9.576692188,-8.438881494
23.1,-0.544709473,-0.705821045,9.803807056,-7.793613916
23.15,0,-0.554235596,9.500987231,-8.358223047
23.2,-0.272354736,-0.705821045,9.500987231,-8.035589258
23.25,-0.544709473,-0.705821045,9.803807056,-8.116247705
23.3,-0.544709473,-0.63002832,9.576692188,-7.793613916
23.35,-0.272354736,-0.63002832,9.7281021,-8.761515283
23.4,-0.272354736,-0.63002832,9.576692188,-7.954930811
23.45,-0.272354736,-0.78161377,9.652397144,-7.551638574
23.5,-0.272354736,-0.705821045,9.7281021,-7.954930811
23.55,0,-0.705821045,9.500987231,-7.954930811
23.6,-0.544709473,-0.554235596,9.652397144,-8.035589258
23.65,-0.544709473,-0.554235596,9.652397144,-8.196906152
23.7,-0.272354736,-0.63002832,9.576692188,-8.2775646
23.75,-0.272354736,-0.78161377,9.803807056,-7.954930811
23.8,-0.272354736,-0.78161377,9.652397144,-8.438881494
23.85,-0.544709473,-0.554235596,9.652397144,-9.003490625
23.9,-0.272354736,-0.78161377,9.652397144,-8.680856836
23.95,-0.272354736,-0.63002832,9.7281021,-8.680856836
24,-0.272354736,-0.402650146,9.652397144,-8.680856836
24.05,-0.544709473,-0.705821045,9.7281021,-8.84217373
24.1,-0.272354736,-0.554235596,9.7281021,-8.761515283
24.15,-0.272354736,-0.63002832,9.803807056,-9.003490625
24.2,-0.272354736,-0.402650146,9.879512012,-9.406782861
24.25,-0.272354736,-0.554235596,9.955216968,-9.245465967
24.3,-0.272354736,-0.554235596,9.652397144,-9.16480752
24.35,-0.272354736,-0.402650146,10.10662688,-8.600198389
24.4,0,-0.478442871,9.349577319,-9.084149072
24.45,-0.272354736,-0.705821045,10.03092192,-9.326124414
24.5,-0.272354736,-1.236370117,9.500987231,-8.600198389
24.55,-0.544709473,-0.705821045,10.03092192,-8.84217373
24.6,-0.544709473,-0.554235596,9.425282275,-8.196906152
24.65,-0.272354736,-0.554235596,9.7281021,-7.954930811
24.7,-0.272354736,-0.63002832,9.349577319,-8.438881494
24.75,-0.272354736,-0.857406494,9.652397144,-8.680856836
24.8,-0.272354736,-0.63002832,9.576692188,-8.922832178
24.85,-0.272354736,-0.478442871,9.7281021,-8.196906152
24.9,-0.272354736,-1.084784668,10.10662688,-8.761515283
24.95,-0.272354736,-0.933199219,9.652397144,-8.922832178
25,-0.272354736,-0.402650146,9.425282275,-9.003490625
25.05,-0.272354736,-0.705821045,9.955216968,-8.84217373
25.1,-0.272354736,-0.554235596,9.879512012,-8.358223047
25.15,-0.272354736,-0.63002832,9.652397144,-8.922832178
25.2,-0.272354736,-0.478442871,9.576692188,-8.438881494
25.25,-0.272354736,-0.402650146,9.879512012,-8.922832178
25.3,-0.272354736,-0.478442871,9.803807056,-8.600198389
25.35,-0.272354736,-0.63002832,9.803807056,-8.035589258
25.4,-0.272354736,-0.554235596,9.576692188,-8.116247705
25.45,-0.272354736,-0.478442871,9.500987231,-8.600198389
25.5,-0.544709473,-0.402650146,9.803807056,-8.196906152
25.55,-0.272354736,-0.705821045,9.576692188,-8.035589258
25.6,0,-0.78161377,9.500987231,-8.196906152
25.65,0,-0.78161377,9.576692188,-7.632297021
25.7,0,-0.554235596,9.652397144,-8.116247705
25.75,0,-0.63002832,9.803807056,-7.712955469
25.8,-0.272354736,-0.78161377,9.7281021,-7.632297021
25.85,0.272354736,-0.63002832,9.7281021,-7.954930811
25.9,-0.272354736,-0.63002832,9.7281021,-8.035589258
25.95,0,-0.554235596,9.576692188,-7.874272363
26,-0.272354736,-0.554235596,9.652397144,-8.035589258
26.05,-0.272354736,-0.554235596,9.803807056,-8.358223047
26.1,-0.544709473,-0.554235596,9.500987231,-8.196906152
26.15,0,-0.63002832,9.652397144,-8.196906152
26.2,-0.272354736,-0.63002832,9.652397144,-8.196906152
26.25,0,-0.554235596,9.652397144,-8.196906152
26.3,0,-0.63002832,9.576692188,-8.196906152
26.35,0,-0.63002832,9.652397144,-8.600198389
26.4,0,-0.63002832,9.576692188,-8.438881494
26.45,-0.544709473,-0.63002832,9.652397144,-8.2775646
26.5,0,-0.78161377,9.652397144,-7.712955469
26.55,-0.272354736,-0.63002832,9.652397144,-7.551638574
26.6,-0.272354736,-0.78161377,9.576692188,-7.470980127
26.65,-0.272354736,-0.78161377,9.576692188,-7.712955469
26.7,-0.272354736,-0.705821045,9.576692188,-7.874272363
26.75,-0.272354736,-0.705821045,9.652397144,-7.954930811
26.8,-0.272354736,-0.705821045,9.500987231,-8.035589258
26.85,-0.272354736,-0.63002832,9.576692188,-8.035589258
26.9,-0.272354736,-0.63002832,9.576692188,-8.116247705
26.95,-0.272354736,-0.78161377,9.879512012,-8.196906152
27,-0.272354736,-0.705821045,9.500987231,-8.438881494
27.05,-0.272354736,-0.705821045,9.879512012,-8.116247705
27.1,0,-0.78161377,9.576692188,-8.2775646
27.15,-0.272354736,-0.705821045,9.652397144,-8.2775646
27.2,-0.272354736,-0.78161377,9.7281021,-8.358223047
27.25,-0.544709473,-0.705821045,9.576692188,-8.438881494
27.3,-0.272354736,-0.857406494,9.7281021,-8.358223047
27.35,-0.272354736,-0.63002832,9.7281021,-7.793613916
27.4,0,-0.705821045,9.652397144,-8.196906152
27.45,-0.272354736,-0.78161377,9.576692188,-7.793613916
27.5,-0.544709473,-0.857406494,9.7281021,-7.551638574
27.55,-0.544709473,-0.326857422,9.7281021,-8.196906152
27.6,0,-0.402650146,9.955216968,-6.019128076
27.65,-0.272354736,-2.297468262,7.456953418,-17.23065225
27.7,0,-0.023686523,9.652397144,-6.422420313
27.75,-0.272354736,-1.008991943,9.803807056,-7.309663232
27.8,0.272354736,-0.705821045,9.349577319,-7.470980127
27.85,0,-0.099479248,9.803807056,-6.987029443
27.9,-0.272354736,-0.326857422,9.273872363,-7.874272363
27.95,0,0.20369165,9.652397144,-7.874272363
28,-0.272354736,-0.402650146,9.349577319,-7.712955469
28.05,0,-1.387955566,9.576692188,-8.519539941
28.1,-0.272354736,-0.78161377,9.7281021,-7.632297021
28.15,0,-0.326857422,9.349577319,-7.309663232
28.2,-0.272354736,-0.099479248,9.652397144,-7.954930811
28.25,-0.272354736,-0.023686523,8.592527759,-7.39032168
28.3,0,-1.61533374,9.803807056,-6.987029443
28.35,0.272354736,-0.402650146,9.576692188,-7.874272363
28.4,-0.272354736,-0.78161377,9.500987231,-7.793613916
28.45,-0.272354736,-0.63002832,9.803807056,-6.987029443
28.5,0,-0.705821045,9.803807056,-7.954930811
28.55,-0.272354736,-0.63002832,9.576692188,-9.003490625
28.6,-0.272354736,-0.705821045,9.349577319,-7.954930811
28.65,-0.272354736,-0.63002832,9.955216968,-7.551638574
28.7,-0.272354736,-0.705821045,9.576692188,-8.438881494
28.75,0,-0.705821045,9.7281021,-7.954930811
28.8,0,-0.63002832,9.7281021,-7.712955469
28.85,-0.272354736,-0.78161377,9.7281021,-8.519539941
28.9,-0.272354736,-0.402650146,9.425282275,-7.954930811
28.95,-0.272354736,-0.63002832,9.7281021,-8.519539941
29,-0.272354736,-0.78161377,9.576692188,-7.712955469
29.05,-0.272354736,-0.554235596,9.803807056,-7.954930811
29.1,-0.272354736,-0.705821045,9.576692188,-8.196906152
29.15,0.272354736,-0.554235596,9.500987231,-8.116247705
29.2,-0.272354736,-0.705821045,9.879512012,-7.793613916
29.25,-0.544709473,-0.705821045,9.576692188,-8.035589258
29.3,-0.272354736,-0.705821045,9.652397144,-8.2775646
29.35,-0.272354736,-0.554235596,9.576692188,-8.196906152
29.4,-0.272354736,-0.705821045,9.500987231,-8.438881494
29.45,0,-0.63002832,9.803807056,-8.2775646
29.5,0,-0.78161377,9.652397144,-8.035589258
29.55,-0.272354736,-0.705821045,9.7281021,-8.2775646
29.6,-0.272354736,-0.63002832,9.576692188,-8.196906152
29.65,0,-0.78161377,9.652397144,-8.196906152
29.7,0,-0.554235596,9.7281021,-8.035589258
29.75,-0.272354736,-0.705821045,9.652397144,-7.874272363
29.8,0.272354736,-0.857406494,9.500987231,-8.035589258
29.85,0,-0.554235596,9.7281021,-7.712955469
29.9,-0.272354736,-0.63002832,9.576692188,-8.2775646
29.95,0,-0.63002832,9.652397144,-7.954930811
30,-0.272354736,-0.705821045,9.576692188,-7.954930811
