
 ,time,x,y,z
, 26.040, -0.06, -0.04, -0.89
, 26.069, -0.07, -0.06, -0.89
, 26.136, -0.05, -0.04, -0.88
, 26.200, -0.08, -0.03, -0.92
, 26.251, -0.06, -0.05, -0.88
, 26.258, -0.07, -0.06, -0.86
, 26.332, -0.02, -0.06, -0.95
, 26.393, -0.08, -0.04, -0.86
, 26.443, -0.05, -0.04, -0.90
, 26.449, -0.06, -0.03, -0.88
, 26.515, -0.06, -0.04, -0.91
, 26.576, -0.06, -0.05, -0.93
, 26.645, -0.04, -0.05, -0.94
, 26.650, -0.05, -0.05, -0.93
, 26.708, -0.08, -0.04, -0.93
, 26.769, -0.05, -0.02, -0.91
, 26.831, -0.07, -0.04, -0.90
, 26.851, -0.07, -0.04, -0.91
, 26.894, -0.04, -0.07, -0.94
, 26.959, -0.09, -0.09, -0.84
, 27.022, -0.08, -0.04, -0.89
, 27.046, -0.08, -0.06, -0.88
, 27.089, -0.07, -0.05, -0.90
, 27.154, -0.06, -0.08, -0.87
, 27.213, -0.08, -0.06, -0.80
, 27.253, -0.07, -0.08, -0.84
, 27.277, -0.05, -0.06, -0.90
, 27.345, -0.09, -0.07, -0.82
, 27.411, -0.07, -0.08, -0.86
, 27.457, -0.07, -0.07, -0.86
, 27.467, -0.07, -0.08, -0.85
, 27.541, -0.07, -0.07, -0.86
, 27.594, -0.04, -0.08, -0.85
, 27.652, -0.05, -0.07, -0.86
, 27.657, -0.04, -0.05, -0.86
, 27.727, -0.03, -0.08, -0.91
, 27.784, -0.04, -0.08, -0.86
, 27.849, -0.05, -0.06, -0.89
, 27.854, -0.04, -0.08, -0.89
, 27.914, -0.05, -0.08, -0.86
, 27.983, -0.04, -0.06, -0.88
, 28.042, -0.03, -0.07, -0.92
, 28.057, -0.04, -0.07, -0.89
, 28.111, -0.04, -0.08, -0.84
, 28.174, -0.06, -0.07, -0.84
, 28.230, -0.03, -0.05, -0.93
, 28.256, -0.04, -0.07, -0.88
, 28.296, -0.05, -0.07, -0.85
, 28.360, -0.06, -0.09, -0.92
, 28.426, -0.06, -0.07, -0.91
, 28.458, -0.06, -0.08, -0.91
, 28.486, -0.07, -0.09, -0.91
, 28.556, -0.07, -0.06, -0.88
, 28.612, -0.05, -0.04, -0.96
, 28.656, -0.07, -0.06, -0.92
, 28.674, -0.08, -0.09, -0.93
, 28.738, -0.09, -0.06, -0.93
, 28.799, -0.08, -0.04, -0.92
, 28.861, -0.09, -0.07, -0.92
, 28.864, -0.09, -0.06, -0.91
, 28.927, -0.07, -0.09, -0.95
, 28.990, -0.09, -0.04, -0.89
, 29.054, -0.06, -0.04, -0.95
, 29.059, -0.07, -0.05, -0.93
