
 ,time,x,y,z
, 26.463, -0.62, 0.07, -0.66
, 26.531, -0.62, 0.07, -0.66
, 26.580, -0.62, 0.07, -0.66
, 26.589, -0.62, 0.07, -0.66
, 26.659, -0.62, 0.07, -0.66
, 26.720, -0.62, 0.07, -0.66
, 26.776, -0.62, 0.07, -0.66
, 26.783, -0.62, 0.07, -0.65
, 26.846, -0.61, 0.07, -0.66
, 26.910, -0.62, 0.07, -0.65
, 26.972, -0.62, 0.07, -0.66
, 26.977, -0.62, 0.07, -0.66
, 27.035, -0.61, 0.07, -0.66
, 27.101, -0.62, 0.07, -0.66
, 27.163, -0.62, 0.07, -0.66
, 27.177, -0.62, 0.07, -0.66
, 27.229, -0.62, 0.07, -0.66
, 27.292, -0.62, 0.07, -0.66
, 27.352, -0.62, 0.07, -0.66
, 27.379, -0.62, 0.07, -0.66
, 27.420, -0.62, 0.07, -0.66
, 27.482, -0.62, 0.07, -0.66
, 27.543, -0.62, 0.07, -0.66
, 27.582, -0.62, 0.07, -0.66
, 27.612, -0.62, 0.07, -0.66
, 27.673, -0.62, 0.07, -0.66
, 27.735, -0.62, 0.07, -0.66
, 27.781, -0.62, 0.07, -0.66
, 27.799, -0.62, 0.07, -0.66
, 27.862, -0.62, 0.07, -0.66
, 27.930, -0.62, 0.07, -0.66
, 27.983, -0.62, 0.07, -0.66
, 27.989, -0.62, 0.07, -0.66
, 28.054, -0.61, 0.07, -0.66
, 28.116, -0.61, 0.07, -0.66
, 28.179, -0.61, 0.07, -0.66
, 28.185, -0.61, 0.07, -0.66
, 28.245, -0.62, 0.07, -0.66
, 28.306, -0.62, 0.07, -0.66
, 28.372, -0.62, 0.07, -0.66
, 28.385, -0.62, 0.07, -0.66
, 28.435, -0.62, 0.07, -0.66
, 28.501, -0.62, 0.07, -0.66
, 28.562, -0.62, 0.07, -0.66
, 28.587, -0.62, 0.07, -0.66
, 28.625, -0.62, 0.07, -0.66
, 28.690, -0.62, 0.07, -0.66
, 28.753, -0.62, 0.07, -0.66
, 28.788, -0.62, 0.07, -0.66
, 28.815, -0.62, 0.07, -0.66
, 28.881, -0.62, 0.07, -0.66
, 28.946, -0.62, 0.08, -0.66
, 28.993, -0.62, 0.07, -0.66
, 29.005, -0.62, 0.07, -0.66
