
 ,time,x,y,z
, 18.918, 0.49, -0.07, -0.80
, 18.980, 0.49, -0.07, -0.78
, 19.003, 0.50, -0.06, -0.80
, 19.045, 0.50, -0.05, -0.80
, 19.109, 0.50, -0.06, -0.82
, 19.171, 0.50, -0.07, -0.80
, 19.206, 0.50, -0.06, -0.81
, 19.235, 0.49, -0.07, -0.79
, 19.300, 0.49, -0.06, -0.79
, 19.362, 0.50, -0.06, -0.80
, 19.408, 0.50, -0.06, -0.80
, 19.425, 0.50, -0.06, -0.81
, 19.490, 0.49, -0.06, -0.79
, 19.554, 0.49, -0.07, -0.78
, 19.609, 0.50, -0.06, -0.80
, 19.621, 0.51, -0.04, -0.83
, 19.680, 0.49, -0.07, -0.80
, 19.742, 0.50, -0.06, -0.79
, 19.810, 0.50, -0.05, -0.80
, 19.820, 0.50, -0.06, -0.80
, 19.870, 0.50, -0.06, -0.81
, 19.934, 0.50, -0.07, -0.80
, 20.004, 0.49, -0.06, -0.80
, 20.011, 0.50, -0.06, -0.80
, 20.061, 0.49, -0.06, -0.79
, 20.126, 0.50, -0.06, -0.79
, 20.189, 0.50, -0.06, -0.80
, 20.211, 0.50, -0.06, -0.79
, 20.255, 0.49, -0.06, -0.80
, 20.318, 0.50, -0.06, -0.80
, 20.379, 0.50, -0.06, -0.80
, 20.418, 0.50, -0.06, -0.80
, 20.442, 0.50, -0.06, -0.80
, 20.506, 0.50, -0.06, -0.80
, 20.579, 0.50, -0.06, -0.81
, 20.617, 0.50, -0.06, -0.81
, 20.635, 0.50, -0.06, -0.81
, 20.700, 0.49, -0.06, -0.79
, 20.761, 0.49, -0.06, -0.79
, 20.818, 0.49, -0.06, -0.79
, 20.831, 0.50, -0.06, -0.80
, 20.890, 0.50, -0.06, -0.81
, 20.960, 0.49, -0.06, -0.79
, 21.018, 0.49, -0.05, -0.79
, 21.022, 0.49, -0.06, -0.80
, 21.081, 0.50, -0.06, -0.80
, 21.142, 0.50, -0.06, -0.81
, 21.210, 0.49, -0.06, -0.80
, 21.225, 0.49, -0.06, -0.80
, 21.270, 0.49, -0.06, -0.79
, 21.333, 0.51, -0.06, -0.80
, 21.396, 0.49, -0.07, -0.79
, 21.420, 0.50, -0.07, -0.80
, 21.461, 0.49, -0.06, -0.79
, 21.522, 0.49, -0.06, -0.80
, 21.588, 0.49, -0.07, -0.80
, 21.631, 0.49, -0.06, -0.80
, 21.650, 0.49, -0.06, -0.80
, 21.714, 0.50, -0.06, -0.80
, 21.780, 0.50, -0.06, -0.80
, 21.825, 0.49, -0.06, -0.80
, 21.842, 0.50, -0.06, -0.80
, 21.909, 0.49, -0.06, -0.80
, 21.971, 0.50, -0.07, -0.80
, 22.027, 0.50, -0.06, -0.80
, 22.032, 0.51, -0.05, -0.81
, 22.097, 0.49, -0.06, -0.80
, 22.160, 0.48, -0.07, -0.79
, 22.223, 0.50, -0.06, -0.80
, 22.228, 0.49, -0.06, -0.80
, 22.284, 0.50, -0.06, -0.80
, 22.352, 0.49, -0.06, -0.81
, 22.415, 0.49, -0.06, -0.79
, 22.429, 0.49, -0.06, -0.80
, 22.478, 0.49, -0.06, -0.79
, 22.542, 0.50, -0.06, -0.80
, 22.605, 0.50, -0.06, -0.80
, 22.631, 0.50, -0.06, -0.80
, 22.668, 0.50, -0.06, -0.80
, 22.733, 0.49, -0.06, -0.80
, 22.801, 0.50, -0.06, -0.79
, 22.830, 0.50, -0.06, -0.80
, 22.860, 0.50, -0.06, -0.81
, 22.922, 0.50, -0.06, -0.81
, 22.989, 0.50, -0.06, -0.79
, 23.035, 0.50, -0.06, -0.80
, 23.048, 0.50, -0.06, -0.79
, 23.121, 0.50, -0.05, -0.80
, 23.180, 0.49, -0.06, -0.80
, 23.235, 0.50, -0.06, -0.80
, 23.242, 0.49, -0.06, -0.80
, 23.303, 0.50, -0.06, -0.80
, 23.374, 0.50, -0.06, -0.80
, 23.431, 0.49, -0.05, -0.81
, 23.436, 0.50, -0.06, -0.80
, 23.494, 0.50, -0.06, -0.80
, 23.557, 0.49, -0.07, -0.80
, 23.621, 0.49, -0.06, -0.80
, 23.637, 0.50, -0.06, -0.80
, 23.684, 0.50, -0.06, -0.81
, 23.748, 0.49, -0.06, -0.80
, 23.813, 0.49, -0.06, -0.79
, 23.843, 0.50, -0.06, -0.80
, 23.875, 0.49, -0.06, -0.79
, 23.939, 0.50, -0.06, -0.81
, 24.003, 0.50, -0.06, -0.81
, 24.037, 0.50, -0.06, -0.80
, 24.065, 0.49, -0.07, -0.80
, 24.133, 0.49, -0.06, -0.79
, 24.191, 0.50, -0.06, -0.81
, 24.240, 0.50, -0.06, -0.80
, 24.258, 0.49, -0.06, -0.80
, 24.323, 0.49, -0.06, -0.79
, 24.386, 0.50, -0.06, -0.80
, 24.442, 0.49, -0.06, -0.80
, 24.447, 0.50, -0.06, -0.81
, 24.512, 0.49, -0.06, -0.81
, 24.579, 0.49, -0.06, -0.79
, 24.640, 0.49, -0.06, -0.79
, 24.645, 0.49, -0.06, -0.80
, 24.704, 0.50, -0.07, -0.80
, 24.765, 0.49, -0.06, -0.81
, 24.829, 0.49, -0.06, -0.80
, 24.846, 0.49, -0.06, -0.80
, 24.893, 0.49, -0.07, -0.79
, 24.964, 0.51, -0.06, -0.81
, 25.017, 0.50, -0.07, -0.81
, 25.044, 0.49, -0.06, -0.80
, 25.081, 0.49, -0.07, -0.80
, 25.144, 0.49, -0.06, -0.79
, 25.208, 0.50, -0.06, -0.81
, 25.246, 0.50, -0.06, -0.80
, 25.271, 0.50, -0.07, -0.80
, 25.335, 0.49, -0.06, -0.79
, 25.401, 0.50, -0.06, -0.80
, 25.449, 0.49, -0.06, -0.80
, 25.464, 0.50, -0.05, -0.81
, 25.529, 0.49, -0.06, -0.80
, 25.593, 0.50, -0.06, -0.79
, 25.661, 0.49, -0.06, -0.79
, 25.665, 0.51, -0.06, -0.81
, 25.721, 0.49, -0.07, -0.81
, 25.783, 0.49, -0.06, -0.79
, 25.851, 0.50, -0.06, -0.80
, 25.855, 0.49, -0.06, -0.80
, 25.911, 0.50, -0.06, -0.80
, 25.975, 0.50, -0.06, -0.80
, 26.038, 0.49, -0.06, -0.80
, 26.059, 0.50, -0.06, -0.80
, 26.101, 0.50, -0.06, -0.81
, 26.168, 0.50, -0.06, -0.79
, 26.231, 0.50, -0.06, -0.79
, 26.256, 0.50, -0.06, -0.80
, 26.292, 0.50, -0.06, -0.80
, 26.358, 0.50, -0.06, -0.81
, 26.419, 0.49, -0.06, -0.79
, 26.458, 0.50, -0.06, -0.79
, 26.482, 0.50, -0.06, -0.79
, 26.549, 0.50, -0.06, -0.80
, 26.609, 0.50, -0.06, -0.81
, 26.657, 0.50, -0.06, -0.80
, 26.672, 0.49, -0.06, -0.80
, 26.739, 0.49, -0.06, -0.79
, 26.800, 0.50, -0.06, -0.80
