
 ,time,x,y,z
, 23.599, -11.77, 7.80, 25.01
, 23.713, 7.09, 2.95, 0.99
, 23.724, -1.19, 1.87, 9.67
, 23.788, -2.32, 5.64, 10.12
, 23.850, 2.93, 0.41, 2.55
, 23.931, 0.41, 6.64, 12.44
, 23.980, 2.11, 5.14, 6.88
, 24.098, -5.67, 4.43, 16.15
, 24.109, 9.82, -9.94, 1.41
, 24.179, -5.99, -4.71, 11.63
, 24.268, 11.07, 0.80, 1.45
, 24.296, 5.03, 10.80, 13.29
, 24.360, -1.47, -3.30, 9.58
, 24.423, 3.34, -7.76, 0.00
, 24.487, -14.93, -14.45, 14.33
, 24.550, -0.96, -4.27, -0.57
, 24.615, -2.13, 7.60, 9.06
, 24.678, -9.73, -4.35, 5.30
, 24.749, -4.21, -3.03, 3.57
, 24.812, -5.04, 3.30, 9.35
, 24.919, -8.45, -2.07, 2.39
, 24.943, -10.22, -1.64, 1.48
, 25.041, -10.32, 7.22, 9.98
, 25.064, -4.60, 2.85, 3.84
, 25.161, -10.70, 2.74, 8.72
, 25.186, -5.42, -2.41, 5.94
, 25.260, -5.80, -0.34, 4.12
, 25.316, -6.27, 5.90, 10.09
, 25.379, -11.88, 4.96, 9.96
, 25.440, -9.23, -1.33, 1.95
, 25.504, -9.94, 4.12, 3.67
, 25.581, 1.82, 3.49, 9.65
, 25.633, -9.55, 7.01, 7.06
, 25.736, -3.96, 2.71, 8.94
, 25.766, -9.71, 6.53, 11.25
, 25.822, -7.79, -2.98, 8.96
, 25.885, -7.89, 0.44, 5.39
, 25.999, -7.52, 4.67, 11.90
, 26.016, -4.85, 7.25, 11.89
, 26.077, -0.64, 0.78, 11.27
, 26.138, -9.75, -1.20, 12.01
, 26.206, -4.49, 0.56, 7.16
, 26.286, -4.31, 2.38, 10.29
, 26.329, -2.87, -2.92, 10.98
, 26.403, -6.51, -0.60, 5.17
, 26.463, -4.40, 1.26, 10.16
, 26.535, -2.14, 0.97, 9.49
, 26.600, -5.19, -0.32, 5.86
, 26.650, -3.85, 0.66, 9.31
, 26.748, -2.87, 0.54, 6.66
, 26.775, -4.46, -2.15, 9.09
, 26.839, -5.05, -4.49, 5.37
, 26.903, -2.66, 0.15, 8.32
, 27.000, -3.31, 0.87, 10.96
, 27.032, -3.99, -1.12, 4.49
, 27.235, -3.24, 1.95, 10.12
, 27.236, -4.73, -4.38, 4.59
, 27.238, -6.18, -0.95, 9.02
, 27.284, -4.44, -0.33, 10.11
, 27.350, -4.65, -3.26, 4.36
, 27.411, -2.47, -4.53, 5.18
, 27.475, -4.11, -3.01, 10.70
, 27.556, -1.73, -0.51, 8.09
, 27.607, -6.62, -2.19, 4.59
, 27.724, -2.57, -2.89, 7.38
, 27.735, -7.83, -3.72, 3.91
, 27.794, -4.31, 0.28, 10.98
, 27.883, -6.35, -4.84, 5.75
, 27.923, -1.02, -3.18, 4.85
, 28.012, -3.60, -3.48, 8.94
, 28.069, -2.16, -6.34, 4.86
, 28.113, -5.31, -3.12, 8.59
, 28.259, -2.28, -2.51, 9.25
, 28.261, -1.40, -3.18, 5.99
, 28.308, -1.87, -4.94, 1.04
, 28.365, -2.43, -3.47, 5.28
, 28.431, -1.95, -4.33, 3.01
, 28.499, -2.54, -5.43, 3.46
, 28.558, -1.34, -6.60, 6.90
, 28.625, -1.21, -5.33, 5.95
, 28.757, -2.87, -3.77, -0.71
, 28.758, -1.89, -3.79, 2.90
, 28.813, 0.42, -4.89, 5.58
, 28.874, -4.52, -3.55, 3.18
, 28.961, -0.08, -4.88, 2.01
, 29.005, 2.35, -2.92, 2.47
, 29.114, 0.34, -2.57, 1.34
, 29.126, 1.34, -2.58, 4.92
, 29.192, -6.62, -9.61, 3.56
, 29.277, -2.46, -4.83, -1.76
, 29.317, -5.53, -5.66, 6.65
